team,player_name,birth_date,age_years,market_value_eur,position,club,jersey_number,caps,career_goals,captain,wc2026_apps,wc2026_goals,wc2026_yellow,wc2026_red,source,retrieved_at
Platense,Santiago Bouhet,2006-01-10,20.0,,MF,Platense,49,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Platense,Salvador Rixner,2006-04-06,20.0,,MF,Platense,50,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Platense,Nico López,1993-10-01,32.0,,FW,Platense,11,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Platense,Alejandro Vera,2007-04-19,19.0,,FW,Platense,55,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Platense,Augusto Lotti,1996-06-10,30.0,,FW,Platense,21,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Platense,Guido Mainero,1995-03-23,31.0,,FW,Platense,7,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Platense,Bautista Merlini,1995-07-04,31.0,,FW,Platense,18,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Platense,Tomás Giménez,2007-03-27,19.0,,FW,Platense,45,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Platense,Juan Gauto,2004-06-02,22.0,,FW,Platense,33,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Platense,Gonzalo Lencina,1997-10-18,28.0,,FW,Platense,99,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Platense,Héctor Bobadilla,2001-06-08,25.0,,FW,Platense,19,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Platense,Nicolas Retamar,1999-02-06,27.0,,FW,Platense,43,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Platense,Manuel Tucker,2004-10-31,21.0,,FW,Platense,28,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Platense,Tomás Nasif,2004-01-02,22.0,,FW,Platense,9,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Platense,Lucas Zelaya,2005-07-06,21.0,,FW,Platense,51,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Platense,Matías Ramírez,2007-05-20,19.0,,FW,Platense,52,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Platense,Luca Bastilla,2005-04-24,21.0,,FW,Platense,53,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Platense,Fausto San Pedro,2008-02-23,18.0,,FW,Platense,54,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Platense,Axel Guzmán,2006-04-30,20.0,,FW,Platense,56,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Facundo Cambeses,1997-04-09,29.0,,GK,Racing Club,25,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Matías Tagliamonte,1998-02-19,28.0,,GK,Racing Club,30,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Francisco Gómez,2004-04-06,22.0,,GK,Racing Club,1,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Thiago De Bellis,2005-02-01,21.0,,GK,Racing Club,12,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Marcos Rojo,1990-03-20,36.0,,DF,Racing Club,6,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Agustín García Basso,1992-03-26,34.0,,DF,Racing Club,2,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Pacha Espino,1992-01-05,34.0,,DF,Racing Club,18,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Nazareno Colombo,1999-03-20,27.0,,DF,Racing Club,23,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Marco Di Cesare,2002-01-30,24.0,,DF,Racing Club,3,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Gastón Martirena,2000-01-05,26.0,,DF,Racing Club,15,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Ezequiel Cannavo,2002-06-12,24.0,,DF,Racing Club,4,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Tobías Rubio,2004-07-27,22.0,,DF,Racing Club,34,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Gonzalo Escudero,2007-04-01,19.0,,DF,Racing Club,43,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Mateo Martínez,2008-04-27,18.0,,DF,Racing Club,38,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Alejandro Tello,2008-02-08,18.0,,MF,Racing Club,46,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Gonzalo Sosa,2005-03-05,21.0,,MF,Racing Club,44,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Matías Kranevitter,1993-05-21,33.0,,MF,Racing Club,5,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Matías Zaracho,1998-03-10,28.0,,MF,Racing Club,11,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Matko Miljevic,2001-05-09,25.0,,MF,Racing Club,10,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Diego Ortegoza,1997-04-19,29.0,,MF,Racing Club,16,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Adrián Fernández,2001-05-20,25.0,,MF,Racing Club,24,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Ignacio Agustin Rodríguez,2002-02-22,24.0,,MF,Racing Club,19,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Baltasar Rodríguez,2003-07-09,23.0,,MF,Racing Club,20,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Alan Forneris,2005-01-28,21.0,,MF,Racing Club,8,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Santino Benjamín Aguirre,,,,MF,Racing Club,37,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Adrián Martínez,1992-07-07,34.0,,FW,Racing Club,9,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Duván Vergara,1996-09-09,29.0,,FW,Racing Club,7,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Tomás Conechny,1998-03-30,28.0,,FW,Racing Club,17,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Lautaro Díaz,1998-05-21,28.0,,FW,Racing Club,32,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Santiago Solari,1998-01-19,28.0,,FW,Racing Club,28,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Valentin Carboni,2005-03-05,21.0,,FW,Racing Club,21,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Elías Torres,2001-03-02,25.0,,FW,Racing Club,22,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Racing Club,Tomás Pérez,2005-08-26,20.0,,MF,Racing Club,58,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Ezequiel Centuríon,1997-05-20,29.0,,GK,River Plate,33,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Santiago Beltrán,2004-10-04,21.0,,GK,River Plate,41,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Jeremías Martinet,2005-08-30,20.0,,GK,River Plate,,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Franco Jaroszewicz,2006-12-06,19.0,,GK,River Plate,42,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Nicolás Otamendi,1988-02-12,38.0,,DF,River Plate,30,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Germán Pezzella,1991-06-27,35.0,,DF,River Plate,20,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Marcos Acuña,1991-10-28,34.0,,DF,River Plate,21,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Juan Carlos Portillo,1991-12-26,34.0,,MF,River Plate,5,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Giovanni González,1994-09-20,31.0,,DF,River Plate,20,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Lucas Martínez Quarta,1996-05-10,30.0,,DF,River Plate,28,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Gonzalo Montiel,1997-01-01,29.0,,DF,River Plate,29,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Fabricio Bustos,1996-04-28,30.0,,DF,River Plate,16,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Matías Viña,1997-11-09,28.0,,DF,River Plate,18,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Brian Gutiérrez,2003-06-17,23.0,,MF,River Plate,51,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Ulises Giménez,2006-01-01,20.0,,DF,River Plate,36,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Tobías Palacio,2006-11-11,19.0,,DF,River Plate,2,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Lautaruo Rivero,2003-11-01,22.0,,DF,River Plate,13,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Lucas Obregón,2006-02-11,20.0,,DF,River Plate,40,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Facundo González,2006-04-03,20.0,,DF,River Plate,31,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Ángel Susano,2007-01-31,19.0,,DF,River Plate,48,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Lucas Flores,2007-03-06,19.0,,DF,River Plate,46,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Thiago Salvatierra,2008-05-05,18.0,,DF,River Plate,53,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Juan Meza,2008-03-14,18.0,,MF,River Plate,24,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Mauro Arambarri,1995-09-30,30.0,,MF,River Plate,8,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Giuliano Galoppo,1999-06-18,27.0,,MF,River Plate,34,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Fausto Vera,2000-03-26,26.0,,MF,River Plate,15,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Lucas Beltrán,2001-03-29,25.0,,MF,River Plate,18,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Aníbal Moreno,1999-05-13,27.0,,MF,River Plate,6,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Matías Galarza,2002-02-11,24.0,,MF,River Plate,,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Tomás Galván,2000-04-11,26.0,,MF,River Plate,26,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Kevin Castaño,2000-09-29,25.0,,MF,River Plate,22,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Kendry Páez,2007-05-04,19.0,,MF,River Plate,19,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Santiago Lencina,2005-09-04,20.0,,MF,River Plate,39,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Thiago Acosta,2005-02-25,21.0,,MF,River Plate,37,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Santiago Espíndola,2008-03-17,18.0,,MF,River Plate,27,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Jonathan Spiff,2007-02-23,19.0,,MF,River Plate,52,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Lucas Silva,2007-02-26,19.0,,MF,River Plate,44,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Ignacio Zaballa,2006-04-25,20.0,,MF,River Plate,49,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Valentín Lucero,2006-04-01,20.0,,MF,River Plate,43,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Maximiliano Soria,2007-05-12,19.0,,MF,River Plate,45,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Sebastián Driussi,1996-02-09,30.0,,FW,River Plate,9,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Ángel Correa,1995-03-09,31.0,,FW,River Plate,10,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Rafael Borré,1995-09-15,30.0,,FW,River Plate,19,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Maximiliano Salas,1997-12-01,28.0,,FW,River Plate,7,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Facundo Colidio,2000-01-04,26.0,,FW,River Plate,11,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Agustín Ruberto,2006-01-14,20.0,,FW,River Plate,32,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Ian Subiabre,2007-01-01,19.0,,FW,River Plate,38,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Alex Woiski,2006-03-17,20.0,,FW,River Plate,50,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Felipe Esquivel,2008-05-12,18.0,,FW,River Plate,47,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Joaquin Freitas,2006-02-12,20.0,,FW,River Plate,35,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Lautaro Pereyra,2008-03-28,18.0,,FW,River Plate,25,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
River Plate,Tobias Goytia,2009-04-14,17.0,,FW,River Plate,,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Leonardo Sosa,2007-04-18,19.0,,GK,Rosario Central,48,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Axel Werner,1996-02-28,30.0,,GK,Rosario Central,1,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Jeremias Ledesma,1993-02-13,33.0,,GK,Rosario Central,23,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Damian Fernandez,2003-04-28,23.0,,GK,Rosario Central,38,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Ezequiel Zapata,2007-08-20,18.0,,GK,Rosario Central,12,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Juan Komar,1996-08-13,29.0,,DF,Rosario Central,6,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Alexis Soto,1993-10-20,32.0,,DF,Rosario Central,33,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Facundo Mallo,1995-01-16,31.0,,DF,Rosario Central,15,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Emanuel Coronel,1997-02-01,29.0,,DF,Rosario Central,32,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Santiago Burgos,2006-03-22,20.0,,DF,Rosario Central,21,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Sebastian Zaracho,1999-01-20,27.0,,DF,Rosario Central,2,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Gastón Ávila,2001-09-30,24.0,,DF,Rosario Central,13,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Lucas Ramos,2001-01-03,25.0,,MF,Rosario Central,35,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Agustín Sández,2001-01-16,25.0,,DF,Rosario Central,3,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Ulises Ciccioli,2003-07-02,23.0,,DF,Rosario Central,4,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Juan Giménez,2006-02-28,20.0,,MF,Rosario Central,24,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Luca Raffin,2006-01-13,20.0,,DF,Rosario Central,47,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Ignacio Ovando,2007-06-29,19.0,,DF,Rosario Central,46,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Elías Verón,2007-03-07,19.0,,DF,Rosario Central,42,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Leonardo Rios,2006-11-09,19.0,,DF,Rosario Central,41,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Marco Vicente,2007-02-14,19.0,,DF,Rosario Central,51,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Alvaro Güich,2009-03-23,17.0,,DF,Rosario Central,36,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Juan Scaglia,2009-01-30,17.0,,DF,Rosario Central,45,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Asael Oviedo,2006-04-15,20.0,,DF,Rosario Central,14,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Franco Castorani,2006-02-05,20.0,,DF,Rosario Central,52,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Ángel Di María,1988-02-14,38.0,,MF,Rosario Central,11,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Kevin Gutiérrez,2006-01-30,20.0,,MF,Rosario Central,43,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Guillermo Fernández,1991-10-11,34.0,,MF,Rosario Central,28,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Franco Cervi,1994-05-26,32.0,,MF,Rosario Central,10,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Jáminton Campaz,2000-05-24,26.0,,MF,Rosario Central,8,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Federico Navarro,2000-03-09,26.0,,MF,Rosario Central,31,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Vicente Pizarro,2002-11-05,23.0,,MF,Rosario Central,20,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Franco Ibarra,2001-04-28,25.0,,MF,Rosario Central,5,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Gaspar Duarte,2003-01-06,23.0,,MF,Rosario Central,27,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Giovanni Cantizano,2007-03-21,19.0,,MF,Rosario Central,26,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Santiago Segovia,2007-03-26,19.0,,MF,Rosario Central,19,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Ignacio Moreno,2006-02-08,20.0,,MF,Rosario Central,17,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Tomás Salteño,2005-07-22,21.0,,MF,Rosario Central,30,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Paolo Giaccone,2007-08-07,18.0,,MF,Rosario Central,44,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Bautista Cantero,2008-06-28,18.0,,MF,Rosario Central,40,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Juan Guzman,2008-03-28,18.0,,MF,Rosario Central,25,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Joaquín Espina,2006-03-28,20.0,,MF,Rosario Central,50,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Marco Ruben,1986-10-26,39.0,,FW,Rosario Central,29,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Marcelo Cabrera,1992-03-18,34.0,,FW,Rosario Central,7,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Enzo Copetti,1996-01-16,30.0,,FW,Rosario Central,22,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Tomas Badaloni,2000-05-02,26.0,,FW,Rosario Central,16,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Julián Fernández,2004-01-30,22.0,,FW,Rosario Central,18,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Fabricio Oviedo,2004-02-19,22.0,,FW,Rosario Central,39,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Thiago Ponce,2005-01-09,21.0,,FW,Rosario Central,19,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Lisandro Duarte,2007-07-21,19.0,,FW,Rosario Central,37,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Paulo Bustos,2005-06-30,21.0,,FW,Rosario Central,49,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Gino Pavoni,,,,FW,Rosario Central,54,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Rosario Central,Valentino Felici,,,,FW,Rosario Central,53,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,José Devecchi,1995-07-09,31.0,,GK,San Lorenzo,25,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Orlando Gill,2000-06-11,26.0,,GK,San Lorenzo,12,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Mateo Clemente,2002-06-12,24.0,,GK,San Lorenzo,1,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Daniel Herrera,2004-02-06,22.0,,DF,San Lorenzo,36,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Gastón Hernández,1998-01-19,28.0,,DF,San Lorenzo,23,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Guzmán Corujo,1996-08-02,29.0,,DF,San Lorenzo,16,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Máximiliano Zelaya,1997-03-04,29.0,,DF,San Lorenzo,51,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Franco Lorenzón,2001-03-19,25.0,,DF,San Lorenzo,42,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Ezequiel Herrera,2003-01-22,23.0,,DF,San Lorenzo,32,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Mathías De Ritis,2003-01-31,23.0,,DF,San Lorenzo,6,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Oscar Arias,2005-01-02,21.0,,DF,San Lorenzo,30,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Alejo Cordoba,2004-05-17,22.0,,DF,San Lorenzo,35,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Lautaro Montenegro,2005-02-26,21.0,,DF,San Lorenzo,55,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Ramiro Pedroza,2007-01-10,19.0,,DF,San Lorenzo,53,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Teo Rodríguez,2005-10-12,20.0,,DF,San Lorenzo,3,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Nicolás Blanco,2007-04-10,19.0,,DF,San Lorenzo,54,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Nicolas Tripichio,1996-01-05,30.0,,MF,San Lorenzo,24,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Juan Álvarez,1996-02-10,30.0,,MF,San Lorenzo,,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Nahuel Barrios,1998-05-07,28.0,,MF,San Lorenzo,28,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Carlos Insaurralde,1999-01-31,27.0,,MF,San Lorenzo,8,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Gonzalo Abrego,2000-01-07,26.0,,MF,San Lorenzo,26,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Gonzalo Alassia,2004-02-13,22.0,,MF,San Lorenzo,62,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Francisco Perruzzi,2001-02-09,25.0,,MF,San Lorenzo,21,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Mauricio Cardillo,2003-03-11,23.0,,MF,San Lorenzo,15,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Uriel Ojeda,2008-03-22,18.0,,MF,San Lorenzo,39,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Juan Rattalino,2004-06-23,22.0,,MF,San Lorenzo,13,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Ignacio Perruzzi,2005-04-05,21.0,,MF,San Lorenzo,5,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Facundo Gulli,2005-09-25,20.0,,MF,San Lorenzo,10,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Ezequiel Cerutti,1992-01-17,34.0,,FW,San Lorenzo,7,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Diego Herazo,1996-04-14,30.0,,FW,San Lorenzo,18,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Facundo Bruera,1998-09-23,27.0,,FW,San Lorenzo,19,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Alexis Cuello,2000-02-18,26.0,,FW,San Lorenzo,9,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Gregorio Rodríguez,2000-01-17,26.0,,FW,San Lorenzo,17,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Matías Reali,1997-11-14,28.0,,FW,San Lorenzo,11,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Matías Hernández,1997-09-10,28.0,,MF,San Lorenzo,44,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Rodrigo Auzmendi,2001-01-02,25.0,,FW,San Lorenzo,29,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Agustín Ladstatter,2005-06-05,21.0,,FW,San Lorenzo,14,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
San Lorenzo,Branco Salinardi,2007-04-26,19.0,,FW,San Lorenzo,22,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Sarmiento (Junín),Iván Arboleda,1996-04-21,30.0,,GK,Sarmiento (Junín),1,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Sarmiento (Junín),Thyago Ayala,2001-09-07,24.0,,GK,Sarmiento (Junín),12,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Sarmiento (Junín),Juan Insaurralde,1984-10-03,41.0,,DF,Sarmiento (Junín),2,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Sarmiento (Junín),Nicolás Pasquini,1991-01-02,35.0,,DF,Sarmiento (Junín),77,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Sarmiento (Junín),Lucas Suarez,1995-03-17,31.0,,DF,Sarmiento (Junín),3,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
Sarmiento (Junín),Joel Godoy,2005-02-20,21.0,,DF,Sarmiento (Junín),39,,,,,,,,espn,2026-08-01T01:26:19.198645+00:00
